id,dimension,level,name_cn,counterpart_central_body,candidate_url,site_key,coverage_status,notes
hebei.p_cyber,dept,provincial,河北省委网信办,cac,https://p_cyber.hebei.gov.cn,,blackhole,alt=https://hebei.gov.cn/p_cyber/
hebei.p_ccdi,dept,provincial,中共河北省纪委监委,cpc_ccdi_nsc,https://p_ccdi.hebei.gov.cn,,blackhole,alt=https://hebei.gov.cn/p_ccdi/
geo.shanxi,geo,provincial,山西省人民政府,,https://shanxi.gov.cn,,blackhole,province portal
shanxi.fgw,dept,provincial,山西省发展和改革委员会,ndrc,https://fgw.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/fgw/
shanxi.edu,dept,provincial,山西省教育厅,moe,https://edu.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/edu/
shanxi.kjt,dept,provincial,山西省科学技术厅,most,https://kjt.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/kjt/
shanxi.gxt,dept,provincial,山西省工业和信息化厅,miit,https://gxt.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/gxt/
shanxi.mzw,dept,provincial,山西省民族宗教事务委员会,neac,https://mzw.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/mzw/
shanxi.ga,dept,provincial,山西省公安厅,mps,https://ga.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/ga/
shanxi.at,dept,provincial,山西省国家安全厅,mss,https://at.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/at/
shanxi.mzt,dept,provincial,山西省民政厅,mca,https://mzt.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/mzt/
shanxi.sft,dept,provincial,山西省司法厅,moj,https://sft.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/sft/
shanxi.czt,dept,provincial,山西省财政厅,mof,https://czt.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/czt/
shanxi.hrss,dept,provincial,山西省人力资源和社会保障厅,mohrss,https://hrss.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/hrss/
shanxi.zrzyt,dept,provincial,山西省自然资源厅,mnr,https://zrzyt.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/zrzyt/
shanxi.sthjt,dept,provincial,山西省生态环境厅,mee,https://sthjt.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/sthjt/
shanxi.zjt,dept,provincial,山西省住房和城乡建设厅,mohurd,https://zjt.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/zjt/
shanxi.jtyst,dept,provincial,山西省交通运输厅,mot,https://jtyst.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/jtyst/
shanxi.slt,dept,provincial,山西省水利厅,mwr,https://slt.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/slt/
shanxi.nynct,dept,provincial,山西省农业农村厅,mara,https://nynct.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/nynct/
shanxi.swt,dept,provincial,山西省商务厅,mofcom,https://swt.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/swt/
shanxi.whlyt,dept,provincial,山西省文化和旅游厅,mct,https://whlyt.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/whlyt/
shanxi.wjw,dept,provincial,山西省卫生健康委员会,nhc,https://wjw.shanxi.gov.cn,,reachable_uncrawled,alt=https://shanxi.gov.cn/wjw/
shanxi.tyj,dept,provincial,山西省退役军人事务厅,mva,https://tyj.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/tyj/
shanxi.yjt,dept,provincial,山西省应急管理厅,mem,https://yjt.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/yjt/
shanxi.sjt,dept,provincial,山西省审计厅,cnao,https://sjt.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/sjt/
shanxi.wsb,dept,provincial,山西省人民政府外事办公室,mfa,https://wsb.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/wsb/
shanxi.gzw,dept,provincial,山西省国有资产监督管理委员会,sasac,https://gzw.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/gzw/
shanxi.scjgj,dept,provincial,山西省市场监督管理局,samr,https://scjgj.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/scjgj/
shanxi.tjj,dept,provincial,山西省统计局,nbs,https://tjj.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/tjj/
shanxi.ybj,dept,provincial,山西省医疗保障局,nhsa,https://ybj.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/ybj/
shanxi.tyjr,dept,provincial,山西省体育局,gas,https://tyjr.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/tyjr/
shanxi.gbdst,dept,provincial,山西省广播电视局,nrta,https://gbdst.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/gbdst/
shanxi.jrjgj,dept,provincial,山西省地方金融监督管理局,nfra,https://jrjgj.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/jrjgj/
shanxi.sjaqj,dept,provincial,山西省政务服务和数据管理局,nda,https://sjaqj.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/sjaqj/
shanxi.ylj,dept,provincial,山西省林业和草原局,forestry,https://ylj.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/ylj/
shanxi.nyj,dept,provincial,山西省能源局,nea,https://nyj.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/nyj/
shanxi.yjglj,dept,provincial,山西省药品监督管理局,nmpa,https://yjglj.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/yjglj/
shanxi.zscqj,dept,provincial,山西省知识产权局,cnipa,https://zscqj.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/zscqj/
shanxi.xfj,dept,provincial,山西省信访局,xinfang,https://xfj.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/xfj/
shanxi.jgswglj,dept,provincial,山西省机关事务管理局,ggj,https://jgswglj.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/jgswglj/
shanxi.tax,dept,provincial,国家税务总局山西省税务局,chinatax,https://tax.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/tax/
shanxi.customs,dept,provincial,山西省海关,gacc,https://customs.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/customs/
shanxi.pboc_br,dept,provincial,中国人民银行山西省分行,pbc,https://pboc_br.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/pboc_br/
shanxi.p_office,dept,provincial,中共山西省委员会办公厅,cpc_general_office,https://p_office.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/p_office/
shanxi.p_org,dept,provincial,中共山西省委组织部,cpc_org_dept,https://p_org.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/p_org/
shanxi.p_prop,dept,provincial,中共山西省委宣传部,cpc_propaganda,https://p_prop.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/p_prop/
shanxi.p_ufwd,dept,provincial,中共山西省委统战部,cpc_united_front,https://p_ufwd.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/p_ufwd/
shanxi.p_plac,dept,provincial,中共山西省委政法委员会,cpc_plac,https://p_plac.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/p_plac/
shanxi.p_cyber,dept,provincial,山西省委网信办,cac,https://p_cyber.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/p_cyber/
shanxi.p_ccdi,dept,provincial,中共山西省纪委监委,cpc_ccdi_nsc,https://p_ccdi.shanxi.gov.cn,,blackhole,alt=https://shanxi.gov.cn/p_ccdi/
geo.liaoning,geo,provincial,辽宁省人民政府,,https://ln.gov.cn,liaoning,crawled,province portal
liaoning.fgw,dept,provincial,辽宁省发展和改革委员会,ndrc,https://fgw.ln.gov.cn,ln_fgw,crawled,alt=https://ln.gov.cn/fgw/
liaoning.edu,dept,provincial,辽宁省教育厅,moe,https://edu.ln.gov.cn,,blackhole,alt=https://ln.gov.cn/edu/
liaoning.kjt,dept,provincial,辽宁省科学技术厅,most,https://kjt.ln.gov.cn,ln_kjt,crawled,alt=https://ln.gov.cn/kjt/
liaoning.gxt,dept,provincial,辽宁省工业和信息化厅,miit,https://gxt.ln.gov.cn,ln_gxt,crawled,alt=https://ln.gov.cn/gxt/
liaoning.mzw,dept,provincial,辽宁省民族宗教事务委员会,neac,https://mzw.ln.gov.cn,,reachable_uncrawled,alt=https://ln.gov.cn/mzw/
liaoning.ga,dept,provincial,辽宁省公安厅,mps,https://ga.ln.gov.cn,,blackhole,alt=https://ln.gov.cn/ga/
liaoning.at,dept,provincial,辽宁省国家安全厅,mss,https://at.ln.gov.cn,,blackhole,alt=https://ln.gov.cn/at/
liaoning.mzt,dept,provincial,辽宁省民政厅,mca,https://mzt.ln.gov.cn,,blackhole,alt=https://ln.gov.cn/mzt/
liaoning.sft,dept,provincial,辽宁省司法厅,moj,https://sft.ln.gov.cn,,reachable_uncrawled,alt=https://ln.gov.cn/sft/
liaoning.czt,dept,provincial,辽宁省财政厅,mof,https://czt.ln.gov.cn,ln_czt,crawled,alt=https://ln.gov.cn/czt/
liaoning.hrss,dept,provincial,辽宁省人力资源和社会保障厅,mohrss,https://hrss.ln.gov.cn,,blackhole,alt=https://ln.gov.cn/hrss/
liaoning.zrzyt,dept,provincial,辽宁省自然资源厅,mnr,https://zrzyt.ln.gov.cn,,blackhole,alt=https://ln.gov.cn/zrzyt/
liaoning.sthjt,dept,provincial,辽宁省生态环境厅,mee,https://sthjt.ln.gov.cn,,blackhole,alt=https://ln.gov.cn/sthjt/
liaoning.zjt,dept,provincial,辽宁省住房和城乡建设厅,mohurd,https://zjt.ln.gov.cn,,reachable_uncrawled,alt=https://ln.gov.cn/zjt/
liaoning.jtyst,dept,provincial,辽宁省交通运输厅,mot,https://jtyst.ln.gov.cn,,blackhole,alt=https://ln.gov.cn/jtyst/
liaoning.slt,dept,provincial,辽宁省水利厅,mwr,https://slt.ln.gov.cn,,reachable_uncrawled,alt=https://ln.gov.cn/slt/
liaoning.nynct,dept,provincial,辽宁省农业农村厅,mara,https://nynct.ln.gov.cn,,blackhole,alt=https://ln.gov.cn/nynct/
liaoning.swt,dept,provincial,辽宁省商务厅,mofcom,https://swt.ln.gov.cn,ln_swt,crawled,alt=https://ln.gov.cn/swt/
liaoning.whlyt,dept,provincial,辽宁省文化和旅游厅,mct,https://whlyt.ln.gov.cn,,blackhole,alt=https://ln.gov.cn/whlyt/
liaoning.wjw,dept,provincial,辽宁省卫生健康委员会,nhc,https://wjw.ln.gov.cn,,blackhole,alt=https://ln.gov.cn/wjw/
liaoning.tyj,dept,provincial,辽宁省退役军人事务厅,mva,https://tyj.ln.gov.cn,,reachable_uncrawled,alt=https://ln.gov.cn/tyj/
liaoning.yjt,dept,provincial,辽宁省应急管理厅,mem,https://yjt.ln.gov.cn,,blackhole,alt=https://ln.gov.cn/yjt/
